COUNTY	SUB_COUNTY	ZONE	SCHOOL_ID	SCHOOL	LDDs	FID
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219165	USUNGU	36	3360
HOMA BAY	SUBA	NYAGWETHE	219788	UTERERE	27	3361
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219166	UWI	25	3362
HOMA BAY	MBITA SUB COUNTY	RUSINGA	219231	UYA	35	3363
HOMA BAY	SUBA	SINDO	219821	VICTOR MUSOGA	14	3364
HOMA BAY	HOMA BAY                                          	ASEGO	218976	W/KOBUOLA	27	3365
HOMA BAY 	NDHIWA	OTOTO	219344	KOGUTA TSC	50	3366
ISIOLO	ISIOLO	WEST	202189	WASO	98	3367
HOMA BAY 	NDHIWA	KOBODO	219281	OKOK	90	3368
HOMA BAY 	RACHUONYO NORTH	MIRIU	219473	KOGWENO	50	3369
ISIOLO	MERTI	CHERAB	202216	MERTI BOARDING	29	3370
HOMA BAY 	NDHIWA	RIANA	219375	OKOTA	35	3371
HOMA BAY	HOMA BAY	EAST KOCHIA	218993	ONGETI	82	3372
HOMA BAY	MBITA SUB COUNTY	MFANGANO	219216	WAMAI	27	3373
HOMA BAY 	RACHUONYO SOUTH	RINGA	219691	KOJWACH	49	3374
ISIOLO	GARBATUALLA	GARBATULLA	202135	MATAGARI	33	3375
HOMA BAY 	SUBA                                              	KIGOTO	219767	OLANDO	28	3376
HOMA BAY	SUBA	KIABUYA	219744	ONG'ONG'O	28	3377
HOMA BAY	MBITA SUB COUNTY	RUSINGA	219232	WAMWANGA	30	3378
HOMA BAY 	RACHUONYO SOUTH	AYIENGO	219604	KOTIENDITI	59	3379
ISIOLO	ISIOLO/EAST	ISIOLO/EAST	202173	ST. KIZITO	115	3380
HOMA BAY 	RACHUONYO SOUTH	NYANGIELA	219631	OMBEK	26	3381
HOMA BAY 	RACHUONYO NORTH	EAST KOCHIA	218991	ONDICHE	30	3382
HOMA BAY 	RACHUONYO SOUTH	RAMBA	219679	ONGORO	50	3383
HOMA BAY 	SUBA                                              	SINDO	219810	ONYWERA	36	3384
HOMA BAY 	RACHUONYO SOUTH	RAMBA	219680	OPANGA	51	3385
HOMA BAY 	RACHUONYO SOUTH	SAYE	219722	OPONDO	66	3386
HOMA BAY 	NDHIWA	NYARONGI	219336	ORIDI	52	3387
HOMA BAY 	RACHUONYO SOUTH	OBER	219643	ORIRI	57	3388
HOMA BAY 	RACHUONYO NORTH	NYAKONGO	219499	OSIKA	35	3389
HOMA BAY 	RACHUONYO NORTH	MIRIU	219480	OSODO	44	3390
HOMA BAY 	NDHIWA	NGUKU	219331	OTANGE	55	3391
HOMA BAY 	RACHUONYO NORTH	PALA	219534	OTARO	36	3392
HOMA BAY 	RACHUONYO NORTH	EAST KOCHIA	218994	OTOLO	45	3393
HOMA BAY 	RACHUONYO SOUTH	RAMBA	219681	OWIRO	40	3394
HOMA BAY 	NDHIWA	NDHIWA	219308	PALA	52	3395
HOMA BAY 	NDHIWA	RIANA	219380	PALA BOYA	46	3396
HOMA BAY 	RACHUONYO NORTH	NYAKONGO	219501	PIER GOT	36	3397
HOMA BAY 	SUBA                                              	KIABUYA	219745	PUNDO	30	3398
HOMA BAY 	SUBA                                              	SINDO	219812	RAGWE	48	3399
HOMA BAY 	NDHIWA	NGUKU	219332	RALANG	82	3400
HOMA BAY 	MBITA	MFANGANO	219205	RAMBA	44	3401
HOMA BAY 	NDHIWA	KOBODO	219284	RAMOYA	68	3402
HOMA BAY 	NDHIWA	NGUKU	219333	RAPEDHI	40	3403
HOMA BAY 	NDHIWA	RIANA	219382	RARAGE	57	3404
HOMA BAY 	RACHUONYO SOUTH	OYUGIS	219662	RAWINJI	52	3405
HOMA BAY 	RACHUONYO SOUTH	RINGA	219704	RINGA	54	3406
HOMA BAY 	RACHUONYO SOUTH	OBER	219646	RIWO	62	3407
HOMA BAY 	SUBA                                              	SINDO	219813	ROO D.OK.	54	3408
HOMA BAY 	SUBA                                              	SINDO	219814	ROWO	29	3409
HOMA BAY 	NDHIWA	KOBODO	219285	SANGO	61	3410
HOMA BAY 	MBITA	MFANGANO	219209	SENA	35	3411
HOMA BAY 	RACHUONYO NORTH	PALA	219536	SIALA	54	3412
HOMA BAY 	SUBA                                              	SINDO	219817	SINDO	66	3413
HOMA BAY 	RACHUONYO SOUTH	OYUGIS	219665	SINO D.O.H	67	3414
HOMA BAY 	RACHUONYO NORTH	MIRIU	219482	ST. DOUGLAS WETA	66	3415
HOMA BAY 	MBITA	MFANGANO	219211	TAKAWIRI	52	3416
HOMA BAY 	NDHIWA	RUSINGA	219229	TEMO	74	3417
HOMA BAY 	MBITA	MBITA WEST	219188	USARE	42	3418
HOMA BAY 	MBITA	MBITA WEST	219189	WAKONDO	32	3419
HOMA BAY 	MBITA	MFANGANO	219215	WAKULA	68	3420
HOMA BAY 	MBITA	RUSINGA	219233	WANYAMA	55	3421
HOMA BAY 	MBITA	MBITA WEST	219192	WASARIA	42	3422
HOMA BAY 	NDHIWA	NDHIWA	219317	WAYARA	62	3423
HOMA BAY	MBITA	LAMBWE	219147	WANDIJI	41	3424
HOMA BAY	RACHUONYO NORTH	GOT OYARO	219406	WANG GOT	30	3425
HOMA BAY 	RACHUONYO NORTH	OMBOGA	219508	KOWUOR	42	3426
HOMA BAY	MBITA SUB COUNTY	MBITA WEST	219190	WANGA	23	3427
HOMA BAY	RACHUONYO NORTH	GOT OYARO	219404	ONYANDO	40	3428
HOMA BAY 	SUBA                                              	NYAGWETHE	219778	KOYOMBE	40	3429
ISIOLO	GARBATULLA	GARBATULLA	202129	GAFARSA	58	3430
HOMA BAY	HOMA BAY                                          	RANDUNG	219065	WANGA PALA KOLIELO	35	3431
HOMA BAY	HOMA BAY	NDIRU	219032	ONYEGE	37	3432
HOMA BAY 	NDHIWA	NGUKU	219322	LIGODHO	47	3433
ISIOLO	MERTI	CHARI	202203	GODA	29	3434
HOMA BAY	RACHUONYO NORTH	KENDU	219465	WANGADONJI	24	3435
HOMA BAY	NDHIWA	KOBAMA	219254	OPANGA	20	3436
HOMA BAY 	NDHIWA	RIANA	219366	LONGO	55	3437
ISIOLO	ISIOLO	ISIOLO/EAST	202163	ISIOLO SAMBURU COMPLEX	20	3438
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219167	WAONDO	16	3439
HOMA BAY	HOMA BAY SUB COUNTY	KABUNDE	219013	WATATA	27	3440
HOMA BAY	HOMA BAY	KABUNDE	219014	WIAMEN	45	3441
HOMA BAY	HOMA BAY	RANGWE	219087	WIKOTENG	75	3442
HOMA BAY	HOMA BAY                                          	ASEGO	218978	WIOBIERO	44	3443
HOMA BAY	SUBA	SINDO	219822	WIRA	55	3444
HOMA BAY	HOMA BAY SUB COUNTY	KABUNDE	219015	YAWO	25	3445
HOMA BAY	HOMA BAY                                          	RANDUNG	219066	YOGO	45	3446
HOMA BAY	SUBA	SINDO	219823	YONGO	31	3447
HOMA BAY	HOMA BAY	ASEGO	218952	KOGWANG	39	3448
HOMA BAY	HOMA BAY	ASEGO	218956	MAJIWA	40	3449
HOMA BAY	HOMA BAY	ASEGO	218963	NDUTA	28	3450
HOMA BAY	HOMA BAY	ASEGO	218973	PUNDO KALANYA	37	3451
HOMA BAY	HOMA BAY	RANGWE	219067	ANDINGO	47	3452
HOMA BAY	HOMA BAY	RANGWE	219068	ASUMBI GIRLS BOARDING	13	3453
HOMA BAY	HOMA BAY	RANGWE	219070	FATHER SCHEFFER BOYS'	51	3454
HOMA BAY	HOMA BAY	RANGWE	219071	GOD-MARERA	41	3455
HOMA BAY	HOMA BAY	RANGWE	219072	KOTORA	62	3456
HOMA BAY	HOMA BAY	RANGWE	219073	KOYOO	49	3457
HOMA BAY	HOMA BAY	RANGWE	219074	NYABOLA GEM	37	3458
HOMA BAY	HOMA BAY	RANGWE	219075	NYACHAR	32	3459
HOMA BAY	HOMA BAY	RANGWE	219077	NYAMBARE	23	3460
HOMA BAY	HOMA BAY	RANGWE	219078	NYAUNDHO	42	3461
HOMA BAY	HOMA BAY	RANGWE	219079	OMOCHE	40	3462
HOMA BAY	HOMA BAY	RANGWE	219082	OTWEYO	25	3463
HOMA BAY	HOMA BAY	RANGWE	219083	RABUOR KAURA	23	3464
HOMA BAY	HOMA BAY	RANGWE	219084	RABUOR PONGE	50	3465
HOMA BAY	HOMA BAY	RANGWE	219086	RANGWE	42	3466
HOMA BAY	HOMA BAY	URBAN/ASEGO	219090	GOT KOCHUNGO	29	3467
HOMA BAY	HOMA BAY	URBAN/ASEGO	219091	GOT KOKECH	32	3468
HOMA BAY	HOMA BAY	URBAN/ASEGO	219092	GOT RABUOR	62	3469
HOMA BAY	HOMA BAY	URBAN/ASEGO	219094	KOGELO KALANYA	23	3470
HOMA BAY	HOMA BAY	URBAN/ASEGO	219095	KOPIYO	41	3471
HOMA BAY	HOMA BAY	URBAN/ASEGO	219097	LALA	40	3472
HOMA BAY	HOMA BAY	URBAN/ASEGO	219098	MAKONGENI	50	3473
HOMA BAY	HOMA BAY	URBAN/ASEGO	219099	NYALKINYI	56	3474
HOMA BAY	HOMA BAY	URBAN/ASEGO	219101	RABUOR MASAWA	38	3475
HOMA BAY	HOMA BAY	URBAN/ASEGO	219102	RANGWENA	59	3476
HOMA BAY	HOMA BAY	URBAN/ASEGO	219104	WAHAMBLA	48	3477
HOMA BAY	HOMA BAY	WEST KOCHIA	219105	AMOSO	25	3478
HOMA BAY 	RACHUONYO NORTH	EAST KOCHIA	218985	LWAHO	13	3479
ISIOLO	ISIOLO	ISIOLO/EAST	202165	KAMBI ODHA	24	3480
HOMA BAY 	SUBA                                              	NYAGWETHE	219780	MALONGO	35	3481
ISIOLO	ISIOLO	ISIOLO/EAST	202158	DAABA	25	3482
HOMA BAY 	RACHUONYO SOUTH	SAYE	219715	MANG'ANG'A	48	3483
ISIOLO	ISIOLO	ISIOLO/EAST	202161	GOTU	25	3484
HOMA BAY	HOMA BAY	NDIRU	219033	OPINDE	38	3485
HOMA BAY 	RACHUONYO NORTH	NYAKONGO	219492	MANGO	31	3486
ISIOLO	ISIOLO	ISIOLO/EAST	202157	CHUMVIYERE	34	3487
HOMA BAY	HOMA BAY                                          	RANDUNG	219059	OREGO	55	3488
HOMA BAY 	RACHUONYO NORTH	RAMBIRA	219545	MARIWA	77	3489
ISIOLO	ISIOLO	ISIOLO/EAST	202160	GAMBELLA	35	3490
HOMA BAY	HOMA BAY	RANGWE	219081	ORERO	56	3491
HOMA BAY 	MBITA	MFANGANO	219199	MASISI	31	3492
ISIOLO	ISIOLO	ISIOLO/EAST	202168	MANYATTA ZEBRA	37	3493
HOMA BAY	RACHUONYO SOUTH	AWACH	219584	ORIANG'	61	3494
HOMA BAY 	MBITA	MBITA WEST	219176	MBITA	35	3495
ISIOLO	ISIOLO	ISIOLO/EAST	202172	RAMADHAN	45	3496
HOMA BAY	HOMA BAY                                          	KANDIEGE	219440	ORIWO	66	3497
HOMA BAY 	MBITA	MBITA WEST	219177	MBITA POINT INTERNATIONAL SCHOOL	41	3498
ISIOLO	ISIOLO	ISIOLO/EAST	202170	MWANGAZA	82	3499
HOMA BAY	HOMA BAY                                          	KANDIEGE	219441	OSAKWE	31	3500
HOMA BAY	NDHIWA	KOBAMA	219255	OSANI	46	3501
HOMA BAY	MBITA SUB COUNTY	MBITA WEST	219185	OSENO	32	3502
HOMA BAY	SUBA	NYAGWETHE	219787	OSIRI	47	3503
HOMA BAY	MBITA SUB COUNTY	MBITA WEST	219186	OSODO	38	3504
HOMA BAY	NDHIWA	NGUKU	219330	OSODO	40	3505
HOMA BAY	NDHIWA	KOBAMA	219256	OSOGO	57	3506
HOMA BAY	NDHIWA	NDHIWA	219307	OSURE	18	3507
HOMA BAY	NDHIWA	KOBAMA	219257	OTANGRE	50	3508
HOMA BAY	HOMA BAY                                          	ASEGO	218970	OTARO	25	3509
HOMA BAY	HOMA BAY SUB COUNTY	NDIRU	219034	OTHORO	51	3510
HOMA BAY	MBITA SUB COUNTY	LAMBWE	219139	OWICH	32	3511
HOMA BAY	MBITA SUB COUNTY	LAMBWE	219140	PAGA	21	3512
HOMA BAY	RACHUONYO SOUTH	AWACH	219587	PALA	60	3513
HOMA BAY	HOMA BAY                                          	ASEGO	218971	PALA MASOGO	52	3514
HOMA BAY	HOMA BAY	NYAWITA	219050	PAP ALARA	90	3515
HOMA BAY	HOMA BAY	ASEGO	219100	PEDO	47	3516
HOMA BAY	MBITA SUB COUNTY	MBITA WEST	219187	PONGE	17	3517
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219162	POWO	27	3518
HOMA BAY	HOMA BAY                                          	RANDUNG	219060	RABANGO	42	3519
HOMA BAY	RACHUONYO NORTH	KANDIEGE	219442	RABUOR	20	3520
HOMA BAY	RACHUONYO NORTH	HOMA	219421	RABUOR KOGUTA	42	3521
HOMA BAY	HOMA BAY	MISS ZONE/HOMA BAY	219017	RACHAR	70	3522
HOMA BAY	NDHIWA	NDHIWA	219309	RADIENYA	58	3523
HOMA BAY	HOMA BAY SUB COUNTY	KABUNDE	219010	RADIRO	24	3524
HOMA BAY	NDHIWA	NDHIWA	219310	RAIRI	47	3525
HOMA BAY	NDHIWA	NDHIWA	219311	RAKORO	36	3526
HOMA BAY	MBITA SUB COUNTY	MBITA EAST	219163	RAMBIM	13	3527
HOMA BAY	SUBA	KIGOTO	219769	RAMULA	42	3528
HOMA BAY	NDHIWA	KOBAMA	219258	RANDHORE	64	3529
HOMA BAY	HOMA BAY                                          	RANDUNG	219061	RANDUNG	48	3530
HOMA BAY	NDHIWA	KOBAMA	219259	RANEN MIKUMU	55	3531
HOMA BAY	NDHIWA	NDHIWA	219312	RANGENYA	33	3532
HOMA BAY	HOMA BAY	RANGWE	219085	RANG'I	64	3533
HOMA BAY	MBITA	LAMBWE	219141	RAPORA	27	3534
HOMA BAY	RACHUONYO NORTH	KANDIEGE	219443	RARUA	35	3535
HOMA BAY	NDHIWA	KOBAMA	219260	RATANGA	74	3536
HOMA BAY 	RACHUONYO NORTH	NYAKONGO	219493	MIGINGO	40	3537
HOMA BAY 	RACHUONYO SOUTH	SAYE	219716	MIGWA	68	3538
HOMA BAY 	MBITA	MFANGANO	219202	MISORI	45	3539
HOMA BAY 	RACHUONYO SOUTH	NYANGIELA	219622	MITITI	55	3540
HOMA BAY 	RACHUONYO NORTH	MIRIU	219477	MIYUGA	29	3541
HOMA BAY 	NDHIWA	KOBODO	219277	NDERE	51	3542
HOMA BAY 	NDHIWA	NDHIWA	219301	NDHIWA	52	3543
HOMA BAY 	NDHIWA	NDHIWA	219303	NDISI	68	3544
HOMA BAY 	RACHUONYO SOUTH	RINGA	219695	NJURA	53	3545
HOMA BAY 	RACHUONYO SOUTH	NYANGIELA	219625	NYABOLA	58	3546
HOMA BAY 	RACHUONYO NORTH	EAST KOCHIA	218986	NYADIERE	16	3547
HOMA BAY 	RACHUONYO SOUTH	NYANGIELA	219626	NYAGOWA	53	3548
HOMA BAY 	SUBA                                              	NYAGWETHE	219783	NYAGWETHE	49	3549
HOMA BAY 	RACHUONYO NORTH	OMBOGA	219510	NYAKANGO	40	3550
ISIOLO	ISIOLO	ISIOLO/EAST	202174	WABERA	83	3551
HOMA BAY 	RACHUONYO SOUTH	SAYE	219718	NYALENDA	55	3552
ISIOLO	ISIOLO	ISIOLO/EAST	202162	ISIOLO BARRACKS	95	3553
HOMA BAY 	RACHUONYO NORTH	EAST KOCHIA	218988	NYALIENG'A	20	3554
ISIOLO	ISIOLO	ISIOLO/EAST	202171	NGAREMARA	119	3555
HOMA BAY 	SUBA                                              	KIGOTO	219764	NYAMADEDE	56	3556
ISIOLO	ISIOLO	ISIOLO/WEST	202185	LOWANGILA	22	3557
ISIOLO	ISIOLO	ISIOLO/WEST	202177	ATTAN	25	3558
HOMA BAY 	NDHIWA	NDHIWA	219304	NYAMANGA	35	3559
HOMA BAY 	MBITA	MBITA WEST	219179	NYAMASARE	31	3560
HOMA BAY 	RACHUONYO SOUTH	NYANGIELA	219629	NYANGIELA	44	3561
HOMA BAY 	RACHUONYO SOUTH	RAMBA	219677	NYARABI	50	3562
ISIOLO	ISIOLO	ISIOLO/WEST	202186	PEPO LA TUMAINI	31	3563
HOMA BAY 	RACHUONYO SOUTH	AYIENGO	219606	NYASORE	55	3564
ISIOLO	ISIOLO	ISIOLO/WEST	202181	KAMBI GARBA	36	3565
HOMA BAY 	SUBA                                              	KIGOTO	219765	NYASOTI	55	3566
ISIOLO	ISIOLO	ISIOLO/WEST	202180	EMEJEN	37	3567
HOMA BAY 	RACHUONYO SOUTH	OYUGIS	219656	NYATINDO	59	3568
ISIOLO	ISIOLO	ISIOLO/WEST	202178	BULA MPYA	42	3569
HOMA BAY 	SUBA                                              	SINDO	219808	NYATOTO	41	3570
ISIOLO	ISIOLO	ISIOLO/WEST	202184	KIWANJA	44	3571
HOMA BAY 	RACHUONYO SOUTH	SAYE	219720	NYATWERE	63	3572
ISIOLO	ISIOLO	ISIOLO/WEST	202175	AKILI	50	3573
HOMA BAY 	SUBA                                              	KIABUYA	219742	NYENGA	36	3574
ISIOLO	ISIOLO	ISIOLO/WEST	202187	SHAMBANI	59	3575
HOMA BAY 	NDHIWA	OTOTO	219352	OBER KABUOCH	57	3576
ISIOLO	ISIOLO	ISIOLO/WEST	202188	UHURU	72	3577
HOMA BAY 	RACHUONYO SOUTH	OBER	219641	OBER MIXED	60	3578
ISIOLO	ISIOLO	ISIOLO/WEST	202182	KAMBI YA JUU INTERGRATED SCHOOL	76	3579
HOMA BAY 	NDHIWA	RIANA	219372	OBERA	78	3580
ISIOLO	ISIOLO	ISIOLO/WEST	202179	ELSA	88	3581
HOMA BAY 	RACHUONYO NORTH	OMBOGA	219512	OBILO	52	3582
ISIOLO	ISIOLO	ISIOLO/WEST	202183	KILIMANI	105	3583
HOMA BAY 	RACHUONYO NORTH	RAMBIRA	219549	OBUYA	54	3584
ISIOLO	ISIOLO	OLDONYIRO	202192	LENGWENYI	16	3585
ISIOLO	ISIOLO	OLDONYIRO	202198	TUALE	25	3586
ISIOLO	ISIOLO	OLDONYIRO	202191	LEBARUA	32	3587
ISIOLO	ISIOLO	OLDONYIRO	202195	NTAALABANY	36	3588
ISIOLO	ISIOLO	OLDONYIRO	202194	NDUGU ZANGU	42	3589
ISIOLO	ISIOLO	OLDONYIRO	202197	RAAP	42	3590
ISIOLO	ISIOLO	OLDONYIRO	202190	KIPSING	56	3591
ISIOLO	ISIOLO	OLDONYIRO	202193	LOBARISHEREKI	66	3592
ISIOLO	ISIOLO	OLDONYIRO	202196	OLDONYIRO	87	3593
ISIOLO	MERTI	CHARI	202200	AWARSITU	13	3594
ISIOLO	MERTI	CHARI	202205	KOM	30	3595
ISIOLO	MERTI	CHERAB	202219	TAQWA	19	3596
ISIOLO	MERTI	CHERAB	202214	MAMA SALETI	26	3597
ISIOLO	MERTI	CHERAB	202213	MALKA GALLA	45	3598
ISIOLO	MERTI	CHERAB	202217	MERTI MUSLIM	47	3599
ISIOLO	GARBATULLA	GARBATULLA	202127	BOJI	30	3600
KAJIADO	MASHUURU	MASHUURU	214072	NGATU	62	3601
KAJIADO	MASHUURU	SULTAN HAMUD	214104	KALEMBWANI	45	3602
KAJIADO	MASHUURU	SULTAN HAMUD	214124	SANARE	38	3603
KAJIADO	KAJIADO CENTRAL	KAJIADO	213841	ENKARONI	56	3604
KAJIADO	KAJIADO CENTRAL	KAJIADO	213848	KAJIADO TOWNSHIP	68	3605
KAJIADO	KAJIADO NORTH	NGONG	213943	NGONG TOWNSHIP	151	3606
KAJIADO	LOITOKITOK	KIMANA /AMBOSELI	214004	OLOILE	68	3607
KAJIADO	ISINYA	KITENGELA	213752	KAPUTIEI	7	3608
KAJIADO	ISINYA	KITENGELA	213755	NOONKOPIR	67	3609
KAJIADO	KAJIADO CENTRAL	ELANGATA WUAS	213762	ELANGATA-WUAS	40	3610
KAJIADO	KAJIADO CENTRAL	ENKORIKA	213784	IMPIRO	40	3611
KAJIADO	KAJIADO CENTRAL	ENKORIKA	213787	ISILALE	51	3612
KAJIADO	KAJIADO CENTRAL	ENKORIKA	213795	ORINIE	38	3613
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213810	ILPARTIMARO	44	3614
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213812	IMPOORI	38	3615
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213827	NGATATAEK	56	3616
KAJIADO	KAJIADO CENTRAL	KAJIADO	213838	AL-HUDA MUSLIM	68	3617
ISIOLO	GARBATULLA	GARBATULLA	202128	DA'AWA MUSLIM	56	3618
KAJIADO	LOITOKITOK	LOITOKITOK	214013	D.E.B LOITOKITOK	112	3619
KAJIADO	KAJIADO NORTH	NGONG	213940	KERARAPON	45	3620
KAJIADO	KAJIADO NORTH	NGONG	213947	OLOOLUA	114	3621
KAJIADO	KAJIADO NORTH	ONGATA RONGAI	213963	ARAP MOI	150	3622
KAJIADO	KAJIADO NORTH	ONGATA RONGAI	213970	OLTEYANI	68	3623
KAJIADO	LOITOKITOK	LOITOKITOK	214011	A.I.C LOITOKITOK	80	3624
KAJIADO	LOITOKITOK	LOITOKITOK	214012	CHIEF OLE MUTURY	66	3625
KAJIADO	LOITOKITOK	LOITOKITOK	214016	ENTONET	150	3626
KAJIADO	LOITOKITOK	LOITOKITOK	214024	OLCHORRO	89	3627
KAJIADO	LOITOKITOK	LOITOKITOK	214031	SOMPET	27	3628
KAJIADO	LOITOKITOK	ROMBO	214036	ILLASIT	134	3629
KAJIADO	LOITOKITOK	ROMBO	214037	KIKELELWA	132	3630
KAJIADO	LOITOKITOK	ROMBO	214051	SHURIE	47	3631
KAJIADO	MASHUURU	MASHUURU	214068	MALILIMA	13	3632
KAJIADO	MASHUURU	MASHUURU	214080	OLOONTULUGUM	43	3633
KAJIADO	ISINYA	ISINYA	213746	OLTURUTO	24	3634
KAJIADO	KAJIADO NORTH	KISAMIS	213913	LOODARIAK	35	3635
KAJIADO	KAJIADO NORTH	KISAMIS	213915	OLEPOLOS	35	3636
KAJIADO	KAJIADO NORTH	KISAMIS	213917	OLOOLOITIKOSHI	68	3637
KAJIADO	LOITOKITOK	ROMBO	214040	NKAMA	72	3638
KAJIADO	LOITOKITOK	ROMBO	214042	OLGIRRA	45	3639
KAJIADO	KAJIADO CENTRAL	ELANGATA WUAS	213764	ENCHORRO-E-SENTEU	50	3640
KAJIADO	KAJIADO CENTRAL	ELANGATA WUAS	213773	OLTANKI	42	3641
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213813	KISAPUK	50	3642
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213831	OLELESHUA	60	3643
KAJIADO	KAJIADO CENTRAL	NAMANGA	213861	A.I.C NAMANGA	72	3644
KAJIADO	KAJIADO CENTRAL	NAMANGA	213863	ENGABOLI	50	3645
KAJIADO	KAJIADO CENTRAL	NAMANGA	213864	ENKANASA	59	3646
KAJIADO	KAJIADO CENTRAL	NAMANGA	213865	ENOOSAMPURRUMPURR	63	3647
KAJIADO	KAJIADO CENTRAL	NAMANGA	213876	NOONTOTO	57	3648
KAJIADO	KAJIADO NORTH	EWUASO	213883	EWUASO ONKIDONGI	152	3649
KAJIADO	KAJIADO NORTH	EWUASO	213885	ILNGAROOJ	35	3650
KAJIADO	LOITOKITOK	ROMBO	214034	ENTARARA	110	3651
KAJIADO	LOITOKITOK	ROMBO	214050	ROMBO GIRLS	53	3652
KAJIADO	LOITOKITOK	KIMANA /AMBOSELI	213999	NASIPA	45	3653
KAJIADO	KAJIADO CENTRAL	NAMANGA	213870	KURKET	23	3654
KAJIADO	ISINYA	ISINYA	213744	NASERIAN	15	3655
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213806	ILBISSIL TOWNSHIP	100	3656
KAJIADO	MASHUURU	SULTAN HAMUD	213881	ENKUSERO SAMPU	32	3657
KAJIADO	ISINYA	ISINYA	213745	OLE NKOTILA	10	3658
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213808	ILMISIGIYO	62	3659
KAJIADO	MASHUURU	SULTAN HAMUD	214088	ENOORETET	23	3660
KAJIADO	KAJIADO CENTRAL	NAMANGA	213873	MOPIA	32	3661
ISIOLO	GARBATULLA	GARBATULLA	202130	GARBA TULA BOARDING	15	3662
KAJIADO	LOITOKITOK	ROMBO	214035	ESOSIAN	72	3663
KAJIADO	LOITOKITOK	LOITOKITOK	214014	ELERAI	50	3664
KAJIADO	ISINYA	ISINYA	213747	P.J. DAVE	13	3665
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213818	LETOIRE	45	3666
KAJIADO	MASHUURU	SULTAN HAMUD	214089	ENTARETOI	15	3667
KAJIADO	KAJIADO NORTH	EWUASO	213880	EMBARBAL	34	3668
ISIOLO	GARBATULLA	GARBATULLA	202133	MALKA MANSA	49	3669
KAJIADO	KAJIADO NORTH	EWUASO	213892	OLDORKO- EWASO	40	3670
KAJIADO	LOITOKITOK	ROMBO	214032	BELGROVE-LEMONGO	64	3671
KAJIADO	ISINYA	KITENGELA	213748	EMPAKASI	34	3672
KAJIADO	KAJIADO CENTRAL	NAMANGA	213874	NAAROK-LUKUNY	49	3673
KAJIADO	MASHUURU	SULTAN HAMUD	214090	ENYUAT OLPARAKUO	28	3674
KAJIADO	KAJIADO NORTH	EWUASO	213882	ESOIT OLPARAKUO	10	3675
ISIOLO	GARBATULLA	GARBATULLA	202134	MALKADAKA	36	3676
KAJIADO	KAJIADO NORTH	NGONG	213944	OLKERI	37	3677
KAJIADO	LOITOKITOK	ROMBO	214033	ENCHURRAI	85	3678
KAJIADO	ISINYA	KITENGELA	213750	ERETETI	20	3679
KAJIADO	KAJIADO NORTH	MAGADI	213926	KIRKURIA	40	3680
KAJIADO	MASHUURU	SULTAN HAMUD	214091	ESARUNOTO	19	3681
KAJIADO	KAJIADO NORTH	EWUASO	213884	ILKILORIT	28	3682
ISIOLO	MERTI	CHERAB	202209	GAMACHU	24	3683
KAJIADO	MASHUURU	MASHUURU	214058	ENKUTOTO	66	3684
KAJIADO	LOITOKITOK	ROMBO	214039	MUNYURRA	126	3685
KAJIADO	LOITOKITOK	ROMBO	214044	OLMAPINU	35	3686
KAJIADO	LOITOKITOK	ROMBO	214045	OLMAROROI	50	3687
KAJIADO	LOITOKITOK	ROMBO	214049	ROMBO BOYS	100	3688
KAJIADO	ISINYA	ISINYA	213735	ILPOLOSAT	36	3689
KAJIADO	KAJIADO CENTRAL	ENKORIKA	213780	ENKORIKA	42	3690
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213802	ENKERESUNA	36	3691
KAJIADO	KAJIADO CENTRAL	ONGATA RONGAI	213966	NARO-MORU	84	3692
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213811	ILTERPEN	35	3693
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213823	MAPARASHA	58	3694
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213825	NAIRRABALA	46	3695
KAJIADO	KAJIADO NORTH	EWUASO	213900	OSUPUKO	50	3696
KAJIADO	KAJIADO NORTH	KISAMIS	213921	OLTEPESI	38	3697
KAJIADO	LOITOKITOK	LOITOKITOK	214015	ENKUSERO	53	3698
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213807	ILMARBA	35	3699
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213834	OLOIRIMIRIMI	35	3700
KAJIADO	KAJIADO CENTRAL	ILBISSIL	213835	OLOSERIAN	44	3701
KAJIADO	KAJIADO CENTRAL	KAJIADO	213860	SAINA	52	3702
KAJIADO	KAJIADO NORTH	KISAMIS	213906	EREMIT	49	3703
KAJIADO	KAJIADO NORTH	MAGADI	213935	OLOIBORTOTO	37	3704
