,address,cars,bluecar_counter,utilib_counter,utilib_1.4_counter,charge_slots,charging_status,city,id,kind,geo_point,postal_code,public_name,rental_status,slots,station_type,year,month,day,hour,minute
3563,5 boulevard aimã© cã©saire,0,0,0,0,0,nonexistent,nanterre,nanterre-aimecesaire-5,station,"48.89184, 2.22834",92000,nanterre/aimã© cã©saire/5,operational,3,station,2018,4,7,3,52
3564,2 rue pierre renaudel,0,0,0,0,0,nonexistent,champigny-sur-marne,champignysurmarne-pierrerenaudel-2,space,"48.813519, 2.5091593",94500,champigny-sur-marne/pierre renaudel/2,operational,5,full_station,2018,4,7,2,44
3565,71 rue caulaincourt,4,4,0,0,0,nonexistent,paris,paris-caulincourt-71,station,"48.8895441, 2.3365418",75018,paris/caulaincourt/71,operational,0,station,2018,4,9,1,33
3566,23 rue des bernardins,1,1,0,0,1,operational,paris,paris-bernardins-23,station,"48.84934, 2.350152",75005,paris/bernardins/23,operational,4,station,2018,4,5,13,8
3567,133 rue saint jacques,2,2,0,0,1,operational,paris,paris-saintjacques-133,station,"48.8469, 2.343399",75005,paris/saint jacques/133,operational,2,station,2018,4,4,14,39
3568,20 rue frida kahlo,0,0,0,0,0,nonexistent,saint-ouen,saintouen-fridakahlo-20,parking,"48.9135418, 2.329473",93400,saint-ouen/frida kahlo/20,future,0,station,2018,4,1,8,26
3569,336 rue lecourbe,6,6,0,0,0,operational,paris,paris-lecourbe-336,station,"48.8373119, 2.2847182",75015,paris/lecourbe/336,operational,0,station,2018,4,9,14,36
3570,119 avenue de flandre,3,3,0,0,1,operational,paris,paris-flandre-119,station,"48.891659, 2.3775942",75019,paris/flandre/119,operational,3,station,2018,4,4,13,1
3571,12 rue lavoisier,0,0,0,0,0,nonexistent,limeil-brã©vannes,limeilbrevannes-lavoisier-12,station,"48.73963, 2.490184",94450,limeil-brã©vannes/lavoisier/12,broken,0,station,2018,4,6,13,21
3572,21 rue abel gance,0,0,0,0,0,nonexistent,paris,paris-vincentauriol-parking,parking,"48.83516, 2.37305",75013,paris/vincent auriol/parking,operational,5,station,2018,4,7,14,19
3573,2 rue de martignac,1,1,0,0,2,operational,paris,paris-martignac-2,station,"48.8593659, 2.3195393",75007,paris/martignac/2,operational,4,station,2018,4,1,23,22
3574,20 rue saint john perse,1,1,0,0,0,nonexistent,limeil-brã©vannes,limeilbrevannes-saintjohnperse-20,station,"48.7508, 2.473075",94450,limeil-brã©vannes/saint john perse/20,operational,6,station,2018,4,5,2,58
3575,7 rue la fayette,3,3,0,2,0,operational,paris,paris-lafayette-7,station,"48.87357, 2.3348418",75009,paris/la fayette/7,operational,1,station,2018,4,3,17,29
3576,28 rue championnet,4,4,0,0,0,operational,paris,paris-championnet-28,station,"48.895422, 2.3499795",75018,paris/championnet/28,operational,2,station,2018,4,1,23,30
3577,88 avenue ledru-rollin,1,1,0,0,2,operational,paris,paris-ledrurollin-88,station,"48.8506483, 2.3754501",75012,paris/ledru-rollin/88,operational,5,station,2018,4,6,13,11
3578,3 rue harpignies,0,0,0,0,0,broken,paris,paris-harpignies-3,station,"48.8587455, 2.4101638",75020,paris/harpignies/3,broken,0,station,2018,4,6,11,14
3579,1 rue georges corete,0,0,0,0,0,nonexistent,gennevilliers,gennevilliers-georgescorete-1,space,"48.91757, 2.307151",92230,gennevilliers/georges corete/1,broken,0,full_station,2018,4,4,15,5
3580,8 rue danton,0,0,0,0,2,operational,paris,paris-danton-8,station,"48.85262, 2.342107",75006,paris/danton/8,operational,6,station,2018,4,8,21,59
3581,160 boulevard de valmy,5,5,0,0,0,nonexistent,colombes,colombes-valmy-160,station,"48.93586, 2.257037",92700,colombes/valmy/160,operational,1,station,2018,4,3,5,28
3582,1 rue andrã© theuriet,4,4,0,0,0,nonexistent,bourg-la-reine,bourglareine-andretheuriet-1,space,"48.7797297, 2.3131491",92340,bourg-la-reine/andrã© theuriet/1,operational,1,full_station,2018,4,8,1,37
3583,169 avenue de flandre,3,3,0,0,1,operational,paris,paris-flandre-169,space,"48.894, 2.380947",75019,paris/flandre/169,operational,1,full_station,2018,4,1,0,20
3584,2 rue des entrepã´ts,2,2,0,0,0,nonexistent,saint-ouen,saintouen-entrepots-2,station,"48.9034828, 2.3470283",93400,saint-ouen/entrepã´ts/2,operational,3,station,2018,4,1,22,22
3585,59 boulevard gallieni,3,3,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-gallieni-59,station,"48.824941, 2.2680704",92130,issy-les-moulineaux/gallieni/59,operational,2,station,2018,4,9,20,20
3586,273 rue du mã©nil,6,6,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-menil-273,station,"48.92582, 2.274079",92600,asniã¨res-sur-seine/mã©nil/273,operational,0,station,2018,4,8,17,8
3587,182 boulevard voltaire,1,1,0,0,2,operational,paris,paris-voltaire-182,station,"48.8548, 2.385047",75011,paris/voltaire/182,operational,4,station,2018,4,6,21,1
3588,46 rue pernety,1,1,0,0,0,nonexistent,paris,paris-pernety-46,station,"48.8343392, 2.3178674",75014,paris/pernety/46,operational,1,station,2018,4,3,18,13
3589,7 rue fã©lix faure,4,4,0,0,0,nonexistent,colombes,colombes-felixfaure-7,station,"48.914886, 2.2535759",92700,colombes/fã©lix faure/7,operational,0,station,2018,4,7,21,36
3590,2 boulevard de la paix,0,0,0,0,0,nonexistent,courbevoie,courbevoie-paix-2,station,"48.90076, 2.261656",92400,courbevoie/paix/2,operational,5,station,2018,4,4,10,28
3591,13 rue des peupliers,3,3,0,0,0,nonexistent,nanterre,nanterre-peupliers-13,station,"48.91278, 2.215178",92000,nanterre/peupliers/13,operational,2,station,2018,4,6,0,26
3592,21 bis rue notre-dame des victoires,0,0,0,0,0,nonexistent,paris,paris-notredamedesvictoires-21,station,"48.8696994, 2.3423247",75002,paris/notre-dame des victoires/21,operational,4,station,2018,4,8,10,15
3593,46 quai de la rapã©e,4,4,0,0,0,operational,paris,paris-rapee-46,station,"48.8419525, 2.3728276",75012,paris/rapã©e/46,operational,2,station,2018,4,5,14,24
3594,8 avenue george sand,2,2,0,0,0,nonexistent,saint-denis,saintdenis-georgesand-8,station,"48.9072861, 2.364696",93200,saint-denis/george sand/8,operational,4,station,2018,4,1,9,7
3595,22 place de l'europe,0,0,0,0,0,nonexistent,alfortville,alfortville-europe-22,station,"48.7890254, 2.429231",94140,alfortville/europe/22,broken,0,station,2018,4,2,23,46
3596,149 avenue de paris,3,3,0,0,0,nonexistent,villejuif,villejuif-paris-149,station,"48.79917, 2.3657254",94800,villejuif/paris/149,operational,2,station,2018,4,4,11,29
3597,128 avenue de la rã©publique,0,0,0,0,2,operational,paris,paris-republique-128,station,"48.8629398, 2.386178",75011,paris/rã©publique/128,operational,6,station,2018,4,7,15,0
3598,12 rue milton,0,0,0,0,2,operational,paris,paris-milton-12,station,"48.8777212, 2.3409177",75009,paris/milton/12,operational,6,station,2018,4,1,4,21
3599,5 avenue mac mahon,5,5,0,0,0,operational,paris,paris-macmahon-5,station,"48.8754776, 2.2945178",75017,paris/mac mahon/5,operational,1,station,2018,4,4,11,2
3600,273 rue du mã©nil,5,5,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-menil-273,station,"48.92582, 2.274079",92600,asniã¨res-sur-seine/mã©nil/273,operational,1,station,2018,4,7,23,14
3601,35 rue mathis,3,3,0,1,0,nonexistent,paris,paris-mathis-35,station,"48.8911334, 2.3725951",75019,paris/mathis/35,operational,0,station,2018,4,9,21,58
3602,136 boulevard raspail,0,0,0,0,0,broken,paris,paris-raspail-136,station,"48.8425101, 2.3292257",75006,paris/raspail/136,broken,0,station,2018,4,3,19,5
3603,4 rue de montfaucon,0,0,0,0,0,nonexistent,paris,paris-montfaucon-4,station,"48.85273, 2.335816",75006,paris/montfaucon/4,operational,3,station,2018,4,6,11,10
3604,3 rue roger salengro,2,2,0,2,0,nonexistent,drancy,drancy-rogersalengro-3,station,"48.9216032, 2.4411713",93700,drancy/roger salengro/3,operational,0,station,2018,4,5,4,41
3605,7 rue d'alexandrie,0,0,0,0,0,nonexistent,paris,paris-alexandrie-7,station,"48.8680082, 2.3508835",75002,paris/alexandrie/7,operational,3,station,2018,4,6,0,53
3606,22 rue des roches,4,4,0,0,0,nonexistent,montreuil,montreuil-roches-22,station,"48.87371, 2.459867",93100,montreuil/roches/22,operational,0,station,2018,4,4,23,12
3607,105 rue de rennes,0,0,0,0,0,nonexistent,paris,paris-rennes-105,station,"48.8489613, 2.3287351",75006,paris/rennes/105,operational,3,station,2018,4,9,1,35
3608,161 rue du faubourg saint-honorã©,1,1,0,0,2,operational,paris,paris-sainthonore-161,station,"48.8746335, 2.3062488",75008,paris/saint-honorã©/161,operational,4,station,2018,4,3,20,37
3609,51 rue de bretagne,0,0,0,0,0,operational,paris,paris-bretagne-51,space,"48.8635527, 2.3612023",75003,paris/bretagne/51,operational,4,full_station,2018,4,8,10,22
3610,31 rue du louvre,0,0,0,0,0,nonexistent,paris,paris-louvre-31,station,"48.8660947, 2.3433342",75002,paris/louvre/31,operational,4,station,2018,4,1,9,50
3611,24 rue de la paix,2,2,0,0,0,operational,paris,paris-paix-24,station,"48.8699261, 2.3320835",75002,paris/paix/24,operational,3,station,2018,4,1,9,56
3612,236 boulevard voltaire,1,1,0,0,1,operational,paris,paris-voltaire-236,station,"48.852023, 2.389719",75011,paris/voltaire/236,operational,4,station,2018,4,7,13,22
3613,58 avenue dutartre,5,5,0,0,0,nonexistent,le chesnay,lechesnay-dutartre-58,station,"48.82542, 2.118454",78150,le chesnay/dutartre/58,operational,0,station,2018,4,8,12,22
3614,15 rue marcel ethis,5,5,0,1,0,nonexistent,romainville,romainville-marcelethis-15,station,"48.87798, 2.44464",93230,romainville/marcel ethis/15,operational,0,station,2018,4,6,6,18
3615,34 rue antoine fratacci,6,6,0,0,0,nonexistent,vanves,vanves-antoinefratacci-34,station,"48.82101, 2.28876",92170,vanves/antoine fratacci/34,operational,0,station,2018,4,9,3,6
3616,51 rue de bretagne,0,0,0,0,1,operational,paris,paris-bretagne-51,space,"48.8635527, 2.3612023",75003,paris/bretagne/51,operational,5,full_station,2018,4,1,6,8
3617,46 quai de la rapã©e,2,2,0,0,1,operational,paris,paris-rapee-46,station,"48.8419525, 2.3728276",75012,paris/rapã©e/46,operational,4,station,2018,4,2,11,53
3618,58 rue monge,2,2,0,0,1,operational,paris,paris-monge-58,station,"48.8444276, 2.3522773",75005,paris/monge/58,operational,1,station,2018,4,5,0,29
3619,57 avenue du roule,0,0,0,1,0,nonexistent,neuilly-sur-seine,neuillysurseine-parmentier-parking,parking,"48.88239, 2.27758",92200,neuilly-sur-seine/parmentier/parking,operational,2,station,2018,4,7,17,25
3620,51 avenue raymond poincarã©,0,0,0,0,2,operational,paris,paris-raymondpoincare-51,station,"48.8669712, 2.2858795",75016,paris/raymond poincarã©/51,operational,5,station,2018,4,6,5,49
3621,17 place de la rã©publique,2,2,0,0,0,nonexistent,paris,paris-republique-17,station,"48.8674504, 2.3630074",75003,paris/rã©publique/17,operational,0,station,2018,4,7,20,33
3622,24 rue vulpian,3,3,0,0,1,operational,paris,paris-vulpian-24,station,"48.8310493, 2.3460584",75013,paris/vulpian/24,operational,2,station,2018,4,8,22,24
3623,39 rue du port ã  l'anglais,5,5,0,0,0,nonexistent,alfortville,alfortville-portalanglais-39,station,"48.8056173, 2.4144555",94140,alfortville/port ã  l'anglais/39,operational,1,station,2018,4,8,3,30
3624,20 bis rue du sergent godefroy,5,5,0,0,0,nonexistent,montreuil,montreuil-sergentgodefroy-20,station,"48.8542461, 2.4312421",93100,montreuil/sergent godefroy/20,operational,1,station,2018,4,5,1,11
3625,51 avenue jean jaurã¨s,2,2,0,0,0,nonexistent,montrouge,montrouge-jeanjaures-51,station,"48.81637, 2.312146",92120,montrouge/jean jaurã¨s/51,operational,0,station,2018,4,7,22,49
3626,252 bis rue saint-martin,0,0,0,0,0,nonexistent,paris,paris-saintmartin-parking,parking,"48.86585, 2.35361",75003,paris/saint-martin/parking,operational,6,station,2018,4,1,23,48
3627,221 rue saint-jacques,0,0,0,0,0,nonexistent,paris,paris-saintjacques-221,station,"48.8438007, 2.341924",75005,paris/saint-jacques/221,operational,4,station,2018,4,8,8,56
3628,10 rue anizan cavillon,0,0,0,0,0,nonexistent,le bourget,lebourget-anizancavillon-10,space,"48.9350451, 2.424831",93350,le bourget/anizan cavillon/10,broken,0,full_station,2018,4,4,3,58
3629,188 avenue de choisy,3,3,0,0,1,operational,paris,paris-choisy-188,station,"48.8303916, 2.356917",75013,paris/choisy/188,operational,1,station,2018,4,1,20,7
3630,10 avenue ãlise deroche,2,2,0,1,0,nonexistent,le bourget,lebourget-elisederoche-10,station,"48.93211, 2.426913",93350,le bourget/ãlise deroche/10,operational,2,station,2018,4,6,13,17
3631,32 rue broussais,6,6,0,0,0,operational,paris,paris-broussais-32,station,"48.82844, 2.336613",75014,paris/broussais/32,operational,0,station,2018,4,1,10,35
3632,11 rue dã©sirã© prã©aux,1,1,0,0,0,nonexistent,montreuil,montreuil-desirepreaux-11,station,"48.8579785, 2.4315736",93100,montreuil/dã©sirã© prã©aux/11,operational,1,station,2018,4,7,17,38
3633,12 place du gã©nã©ral koã«nig,2,2,0,1,0,operational,paris,paris-generalkoenig-12,station,"48.88112, 2.284095",75017,paris/koã«nig/12,operational,1,station,2018,4,1,13,12
3634,123 rue du faubourg saint-honorã©,0,0,0,0,2,operational,paris,paris-sainthonore-123,station,"48.87327, 2.309515",75008,paris/saint-honorã©/123,operational,6,station,2018,4,4,4,16
3635,43 rue de monceau,5,5,0,0,0,operational,paris,paris-monceau-43,station,"48.8778333, 2.310832",75008,paris/monceau/43,operational,1,station,2018,4,9,0,16
3636,2 boulevard pesaro,2,2,0,0,0,nonexistent,nanterre,nanterre-pesaro-2,station,"48.89709, 2.220012",92000,nanterre/pesaro/2,operational,4,station,2018,4,1,16,38
3637,41 rue didot,0,0,0,0,0,nonexistent,paris,paris-didot-41,station,"48.8318566, 2.3202972",75014,paris/didot/41,operational,3,station,2018,4,4,16,59
3638,1 rue de schomberg,1,1,0,0,1,operational,paris,paris-schomberg-1,station,"48.84925, 2.362993",75004,paris/schomberg/1,operational,5,station,2018,4,5,8,18
3639,58 avenue de la rã©publique,2,2,0,0,0,nonexistent,bagnolet,bagnolet-republique-58,station,"48.8611263, 2.4181508",93170,bagnolet/rã©publique/58,operational,4,station,2018,4,9,15,25
3640,8 rue goubet,6,6,0,0,0,operational,paris,paris-goubet-8,station,"48.8848179, 2.3901243",75019,paris/goubet/8,operational,0,station,2018,4,3,2,40
3641,42 rue brunel,3,3,0,0,0,nonexistent,paris,paris-brunel-42,station,"48.8788442, 2.2878557",75017,paris/brunel/42,operational,2,station,2018,4,7,19,48
3642,174 rue etienne dolet,1,1,0,0,0,nonexistent,alfortville,alfortville-etiennedolet-174,station,"48.78413, 2.427832",94140,alfortville/etienne dolet/174,operational,5,station,2018,4,4,9,40
3643,28 rue darcet,2,2,0,0,0,operational,paris,paris-darcet-28,station,"48.8845364, 2.3246579",75017,paris/darcet/28,operational,0,station,2018,4,5,14,48
3644,18 rue de la perle,3,3,0,0,0,nonexistent,paris,paris-perle-18,space,"48.8597916, 2.3613291",75003,paris/perle/18,operational,0,full_station,2018,4,5,19,36
3645,326 avenue de la rã©publique,0,0,0,0,0,nonexistent,nanterre,nanterre-republique-326,station,"48.9088989, 2.215978",92000,nanterre/rã©publique/326,broken,0,station,2018,4,9,16,54
3646,53 rue du bois l'abbã©,4,4,0,0,0,nonexistent,champigny-sur-marne,champignysurmarne-boislabbe-53,station,"48.810459, 2.54225",94500,champigny-sur-marne/bois l'abbã©/53,operational,2,station,2018,4,2,17,35
3647,4 boulevard anatole france,4,4,0,0,0,nonexistent,boulogne-billancourt,boulognebillancourt-anatolefrance-4,station,"48.8504347, 2.2370458",92100,boulogne-billancourt/anatole france/4,operational,0,station,2018,4,5,9,9
3648,40 rue du poteau,4,4,0,1,0,nonexistent,paris,paris-poteau-40,station,"48.8945152, 2.3412577",75018,paris/poteau/40,operational,0,station,2018,4,7,8,43
3649,28 avenue de la porte de villiers,0,0,0,0,2,operational,paris,paris-portedevilliers-28,station,"48.8854246, 2.2849721",75017,paris/porte de villiers/28,operational,6,station,2018,4,8,22,44
3650,8 rue rã©musat,4,4,0,1,0,operational,paris,paris-remusat-8,space,"48.8478478, 2.2723059",75016,paris/rã©musat/8,operational,0,full_station,2018,4,4,10,15
3651,143 avenue roger salengro,0,0,0,0,0,nonexistent,chã¢tenay-malabry,chatenaymalabry-rogersalengro-143,station,"48.76465, 2.27218652",92290,chã¢tenay-malabry/roger salengro/143,broken,0,station,2018,4,1,8,39
3652,7 rue raymond pitet,4,4,0,0,0,operational,paris,paris-raymondpitet-7,station,"48.8901162, 2.2964035",75017,paris/raymond pitet/7,operational,1,station,2018,4,1,0,11
3653,2 rue paul escudier,0,0,0,0,2,operational,paris,paris-paulescudier-2,station,"48.8805732, 2.3317546",75009,paris/paul escudier/2,operational,5,station,2018,4,6,4,45
3654,123 rue salvador allende,6,6,0,0,0,nonexistent,nanterre,nanterre-salvadorallende-123,station,"48.89406, 2.22547",92000,nanterre/salvador allende/123,operational,1,station,2018,4,6,16,5
3655,16 avenue du gã©nã©ral malleret,4,4,0,0,0,nonexistent,alfortville,alfortville-malleret-16,space,"48.802512, 2.425589",94140,alfortville/malleret/16,operational,2,full_station,2018,4,3,4,8
3656,61 boulevard haussmann,1,1,0,0,0,nonexistent,paris,paris-haussmann-61,station,"48.87405, 2.325726",75008,paris/haussmann/61,operational,2,station,2018,4,6,12,18
3657,17 rue charles vii,4,4,0,0,0,nonexistent,nogent-sur-marne,nogentsurmarne-charlesvii-17,station,"48.8365223, 2.4865163",94130,nogent-sur-marne/charles vii/17,operational,1,station,2018,4,2,13,33
3658,175 avenue du 18 juin 1940,3,3,1,0,0,nonexistent,rueil-malmaison,rueilmalmaison-18juin1940-175,station,"48.8650741, 2.2053436",92500,rueil-malmaison/18 juin 1940/175,operational,0,station,2018,4,6,1,15
3659,168 bis rue cardinet,0,0,0,0,0,nonexistent,paris,paris-cardinet-parking,parking,"48.89007, 2.31695",75017,paris/cardinet/parking,operational,5,station,2018,4,9,14,28
3660,22 voie au lard,3,3,0,0,0,nonexistent,rungis,rungis-lard-22,station,"48.75017, 2.347478",94150,rungis/lard/22,operational,3,station,2018,4,5,4,41
3661,44 avenue de suffren,0,0,0,0,0,nonexistent,paris,paris-suffren-44,station,"48.8539296, 2.2964095",75015,paris/suffren/44,operational,3,station,2018,4,7,17,56
3662,12 rue milton,0,0,0,0,2,operational,paris,paris-milton-12,station,"48.8777212, 2.3409177",75009,paris/milton/12,operational,5,station,2018,4,8,16,29
3663,3 rue salomon de rothschild,6,6,0,0,0,nonexistent,suresnes,suresnes-salomonderothschild-3,station,"48.87301, 2.232485",92150,suresnes/salomon de rothschild/3,operational,0,station,2018,4,6,5,0
3664,11 rue robert lavergne,6,6,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-robertlavergne-11,station,"48.92852, 2.27253",92600,asniã¨res-sur-seine/robert lavergne/11,operational,0,station,2018,4,4,23,18
3665,91 rue du faubourg saint-honorã©,3,3,0,0,0,operational,paris,paris-sainthonore-91,station,"48.872047, 2.3131252",75008,paris/saint-honorã©/91,operational,0,station,2018,4,5,12,26
3666,26 rue saint-vincent-de-paul,0,0,0,0,0,broken,paris,paris-saintvincentdepaul-26,station,"48.8815794, 2.3528177",75010,paris/saint-vincent-de-paul/26,broken,0,station,2018,4,2,5,17
3667,62 rue pierre charron,0,0,0,0,0,nonexistent,paris,paris-pierrecharron-62,station,"48.8696448, 2.3036203",75008,paris/pierre charron/62,broken,0,station,2018,4,3,16,31
3668,46 quai de la rapã©e,0,0,0,0,1,operational,paris,paris-rapee-46,station,"48.8419525, 2.3728276",75012,paris/rapã©e/46,operational,6,station,2018,4,1,20,24
3669,20 rue clovis,0,0,0,0,1,operational,paris,paris-clovis-20,station,"48.8463237, 2.3484148",75005,paris/clovis/20,operational,5,station,2018,4,8,4,35
3670,5 rue de mesly,1,1,0,0,0,nonexistent,crã©teil,creteil-mesly-5,station,"48.79177, 2.459949",94000,crã©teil/mesly/5,operational,5,station,2018,4,5,20,10
3671,3 rue des halles,0,0,0,0,0,nonexistent,paris,paris-halles-3,space,"48.8589371, 2.347433",75001,paris/halles/3,broken,0,full_station,2018,4,3,10,43
3672,265 rue de belleville,3,3,0,0,1,operational,paris,paris-belleville-265,station,"48.87559, 2.399738",75020,paris/belleville/265,operational,2,station,2018,4,5,10,58
3673,12 avenue rabelais,1,1,0,0,0,nonexistent,fontenay-sous-bois,fontenaysousbois-rabelais-12,space,"48.851361, 2.476065",94120,fontenay-sous-bois/rabelais/12,operational,5,full_station,2018,4,1,22,34
3674,22 rue de normandie,0,0,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-normandie-22,station,"48.9059332, 2.2852074",92600,asniã¨res-sur-seine/normandie/22,operational,5,station,2018,4,6,12,2
3675,29 rue galilã©e,6,6,0,0,0,nonexistent,montreuil,montreuil-galilee-29,station,"48.8601571, 2.4492331",93100,montreuil/galilã©e/29,operational,0,station,2018,4,8,15,0
3676,5 boulevard de bercy,0,0,0,0,1,operational,paris,paris-bercy-5,station,"48.8403578, 2.378739",75112,paris/bercy/5,operational,6,station,2018,4,7,15,19
3677,21 rue de l'ecole de medecine,0,0,0,0,0,nonexistent,paris,paris-ecoledemedecine-21,parking,"48.8505961, 2.3406066",75006,paris/ecole de medecine/21,future,0,station,2018,4,1,4,35
3678,6 rue de paris,5,5,0,0,0,nonexistent,meudon,meudon-paris-6,station,"48.8169462, 2.2480148",92190,meudon/paris/6,operational,0,station,2018,4,9,3,41
3679,11 rue henri say,6,6,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-henrisay-11,station,"48.9152642, 2.2767942",92600,asniã¨res-sur-seine/henri say/11,operational,0,station,2018,4,1,7,37
3680,112 avenue de suffren,5,5,0,0,0,operational,paris,paris-suffren-112,station,"48.848923, 2.3045476",75015,paris/suffren/112,operational,0,station,2018,4,5,5,53
3681,4 rue turgot,1,1,0,0,0,operational,paris,paris-turgot-4,station,"48.8800786, 2.3455235",75009,paris/turgot/4,operational,3,station,2018,4,6,7,40
3682,19 rue des filles du calvaire,0,0,0,0,2,operational,paris,paris-fillesducalvaire-19,station,"48.8628, 2.3660304",75003,paris/filles du calvaire/19,operational,6,station,2018,4,5,9,36
3683,81 avenue ãdouard vaillant,2,2,0,0,0,nonexistent,boulogne-billancourt,boulognebillancourt-edouardvaillant-81,station,"48.8344135, 2.2464756",92100,boulogne-billancourt/ãdouard vaillant/81,operational,2,station,2018,4,2,20,7
3684,6 avenue de la porte de champerret,4,4,0,0,0,nonexistent,paris,paris-portedechamperret-6,parking,"48.8862632, 2.2874511",75017,paris/porte de champerret/6,operational,2,station,2018,4,7,11,2
3685,214 boulevard de stalingrad,0,0,0,0,0,nonexistent,champigny-sur-marne,champignysurmarne-stalingrad-214,station,"48.826117, 2.4956056",94500,champigny-sur-marne/stalingrad/214,operational,6,station,2018,4,4,15,57
3686,24 rue du chã¢teau landon,3,3,0,1,0,operational,paris,paris-chateaulandon-24,station,"48.8814921, 2.3629571",75010,paris/chã¢teau landon/24,operational,0,station,2018,4,4,15,3
3687,3 avenue de la gare,2,2,0,0,0,nonexistent,sceaux,sceaux-gare-3,space,"48.7793414, 2.2814988",92330,sceaux/gare/3,operational,2,full_station,2018,4,7,19,4
3688,116 rue de reuilly,2,2,0,0,0,broken,paris,paris-reuilly-116,station,"48.840277, 2.3946269",75012,paris/reuilly/116,operational,0,station,2018,4,5,2,13
3689,159 rue manin,4,4,0,0,0,operational,paris,paris-manin-159,station,"48.886098, 2.3936",75019,paris/manin/159,operational,0,station,2018,4,2,3,34
3690,3 place richelieu,6,6,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-richelieu-3,station,"48.87339, 2.182237",92500,rueil-malmaison/richelieu/3,operational,0,station,2018,4,8,0,45
3691,8 boulevard richard lenoir,1,1,0,0,1,operational,paris,paris-richardlenoir-8,station,"48.8545026, 2.370183",75011,paris/richard lenoir/8,operational,2,station,2018,4,1,10,23
3692,81 avenue de la grande armã©e,0,0,0,0,0,broken,paris,paris-grandearmee-81,station,"48.87678, 2.284807",75016,paris/grande armã©e/81,broken,0,station,2018,4,3,10,22
3693,24 boulevard de la rã©publique,2,2,0,0,1,operational,boulogne-billancourt,boulognebillancourt-republique-24,station,"48.831826, 2.254098",92100,boulogne-billancourt/rã©publique/24,operational,3,station,2018,4,9,0,16
3694,1 avenue anatole france,0,0,0,0,0,nonexistent,pantin,pantin-anatolefrance-1,station,"48.8946957, 2.4254593",93500,pantin/anatole france/1,operational,5,station,2018,4,2,14,6
3695,2 rue marcel monge,4,4,0,0,1,operational,suresnes,suresnes-marcelmonge-2,station,"48.86121, 2.224382",92150,suresnes/marcel monge/2,operational,2,station,2018,4,3,6,42
3696,1 rue de wolfenbã¼ttel,2,2,0,2,0,nonexistent,sã¨vres,sevres-wolfenbuttel-1,station,"48.812502, 2.213332",92310,sã¨vres/wolfenbã¼ttel/1,operational,2,station,2018,4,9,0,52
3697,28 rue anatole france,3,3,0,0,0,nonexistent,chaville,chaville-anatolefrance-28,station,"48.8038815, 2.1883009",92370,chaville/anatole france/28,operational,3,station,2018,4,1,20,53
3698,29 rue d'alsace,0,0,0,1,0,nonexistent,levallois-perret,levalloisperret-soouest-parking,parking,"48.89333, 2.29897",92300,levallois-perret/so'ouest/parking,operational,4,station,2018,4,9,14,17
3699,1 rue ordener,0,0,0,0,0,operational,paris,paris-ordener-1,station,"48.89022, 2.359383",75018,paris/ordener/1,operational,2,station,2018,4,8,11,7
3700,20 chemin latã©ral,0,0,0,0,1,operational,drancy,drancy-cheminlateral-20,station,"48.93327, 2.455181",93700,drancy/latã©ral/20,operational,6,station,2018,4,3,16,31
3701,1bis avenue joseph franceschi,4,4,0,0,0,nonexistent,alfortville,alfortville-josephfranceschi-1,station,"48.80542, 2.421282",94140,alfortville/joseph franceschi/1,operational,0,station,2018,4,1,2,0
3702,12 bis route de la reine,3,3,0,1,0,nonexistent,boulogne-billancourt,boulognebillancourt-reine-12,station,"48.8388074, 2.2505008",92100,boulogne-billancourt/reine/12,operational,1,station,2018,4,1,2,36
3703,28 rue darcet,1,1,0,0,1,operational,paris,paris-darcet-28,station,"48.8845364, 2.3246579",75017,paris/darcet/28,operational,4,station,2018,4,4,10,36
3704,6 avenue de la porte de champerret,4,4,0,0,0,nonexistent,paris,paris-portedechamperret-6,parking,"48.8862632, 2.2874511",75017,paris/porte de champerret/6,operational,2,station,2018,4,7,10,25
3705,42 rue victor hugo,5,5,0,1,0,nonexistent,colombes,colombes-victorhugo-42,station,"48.92087, 2.264111",92700,colombes/victor hugo/42,operational,0,station,2018,4,9,18,39
3706,2 avenue franã§ois mauriac,5,5,1,0,0,nonexistent,crã©teil,creteil-francoismauriac-2,station,"48.785363, 2.4528354",94000,crã©teil/franã§ois mauriac/2,operational,0,station,2018,4,8,22,29
3707,30 rue marcel vigneron,2,2,0,1,0,nonexistent,arcueil,arcueil-marcelvigneron-30,station,"48.80365, 2.342448",94110,arcueil/marcel vigneron/30,operational,3,station,2018,4,8,3,27
3708,2 rue georges berger,2,2,0,0,2,operational,paris,paris-georgesberger-2,station,"48.88093, 2.309852",75017,paris/georges berger/2,operational,3,station,2018,4,8,1,34
3709,1 boulevard murat,3,3,0,0,1,operational,paris,paris-murat-1,station,"48.84744, 2.258728",75016,paris/murat/1,operational,1,station,2018,4,8,10,25
