,address,cars,bluecar_counter,utilib_counter,utilib_1.4_counter,charge_slots,charging_status,city,id,kind,geo_point,postal_code,public_name,rental_status,slots,station_type,year,month,day,hour,minute
0,2 avenue de suffren,0,0,0,0,0,nonexistent,paris,paris-suffren-2,station,"48.857, 2.2917",75015,paris/suffren/2,operational,2,station,2018,4,8,11,43
1,145 rue raymond losserand,6,6,0,0,0,operational,paris,paris-raymondlosserand-145,station,"48.83126, 2.313088",75014,paris/raymond losserand/145,operational,0,station,2018,4,6,7,24
2,2 avenue john fitzgerald kennedy,3,3,0,2,0,operational,le bourget,lebourget-johnfitzgeraldkennedy-2,station,"48.938103, 2.4286035",93350,le bourget/john fitzgerald kennedy/2,operational,1,station,2018,4,3,20,14
3,51 rue eugã¨ne oudinã©,3,3,1,0,1,operational,paris,paris-eugeneoudine-51,station,"48.8250327, 2.3725162",75013,paris/eugã¨ne oudinã©/51,operational,2,station,2018,4,4,4,37
4,6 avenue de la porte de champerret,3,3,0,0,0,nonexistent,paris,paris-portedechamperret-6,parking,"48.8862632, 2.2874511",75017,paris/porte de champerret/6,operational,3,station,2018,4,8,17,23
5,8 boulevard voltaire,0,0,0,0,0,nonexistent,paris,paris-voltaire-8,station,"48.8657658, 2.3664376",75011,paris/voltaire/8,operational,4,station,2018,4,6,7,2
6,37 rue leblanc,0,0,0,0,0,nonexistent,paris,paris-citroencevennes-parking,parking,"48.83874, 2.27641",75015,paris/citroã«n cã©vennes/parking,broken,0,station,2018,4,8,18,20
7,17 rue des luaps prolongã©e,3,3,1,0,0,nonexistent,nanterre,nanterre-luaps-17,station,"48.88069, 2.21063",92000,nanterre/luaps/17,operational,0,station,2018,4,4,22,13
8,34 avenue jean moulin,1,1,0,0,0,nonexistent,paris,paris-jeanmoulin-34,station,"48.8266807, 2.3237355",75014,paris/jean moulin/34,operational,4,station,2018,4,2,22,58
9,41 boulevard de rochechouart,6,6,0,0,0,nonexistent,paris,paris-anvers-parking,parking,"48.88267, 2.34405",75009,paris/anvers/parking,operational,0,station,2018,4,4,15,2
10,14 rue censier,0,0,0,0,2,operational,paris,paris-censier-14,station,"48.8411067, 2.3544235",75005,paris/censier/14,operational,6,station,2018,4,1,4,39
11,12 rue francis de pressensã©,1,1,0,0,0,nonexistent,puteaux,puteaux-francisdepressense-12,station,"48.8761876, 2.2361346",92800,puteaux/francis de pressensã©/12,operational,4,station,2018,4,6,9,20
12,6 avenue de la porte de champerret,5,5,1,0,0,nonexistent,paris,paris-portedechamperret-6,parking,"48.8862632, 2.2874511",75017,paris/porte de champerret/6,operational,0,station,2018,4,5,12,22
13,34 avenue jean moulin,0,0,0,0,0,nonexistent,paris,paris-jeanmoulin-34,station,"48.8266807, 2.3237355",75014,paris/jean moulin/34,operational,0,station,2018,4,8,21,54
14,8 boulevard richard lenoir,0,0,0,0,1,operational,paris,paris-richardlenoir-8,station,"48.8545026, 2.370183",75011,paris/richard lenoir/8,operational,4,station,2018,4,6,8,0
15,3 rue jean jaurã¨s,0,0,0,0,0,nonexistent,fontenay-aux-roses,fontenayauxroses-jeanjaures-3,space,"48.7906824, 2.28727",92260,fontenay-aux-roses/jean jaurã¨s/3,operational,4,full_station,2018,4,2,0,21
16,2 avenue du gã©nã©ral leclerc,0,0,0,0,0,nonexistent,le chesnay,lechesnay-leclerc-2,station,"48.81562, 2.129228",78150,le chesnay/leclerc/2,operational,1,station,2018,4,3,19,0
17,182 boulevard voltaire,6,6,0,0,0,operational,paris,paris-voltaire-182,station,"48.8548, 2.385047",75011,paris/voltaire/182,operational,0,station,2018,4,9,12,14
18,26 villa croix-nivert,5,5,0,0,0,nonexistent,paris,paris-cambronne-parking,parking,"48.84547, 2.30117",75015,paris/cambronne/parking,operational,0,station,2018,4,9,20,58
19,11 avenue renã© coty,4,4,0,2,0,operational,paris,paris-renecoty-11,station,"48.8308657, 2.3339608",75014,paris/renã© coty/11,operational,0,station,2018,4,9,21,31
20,2 place de catalogne,3,3,0,0,0,operational,paris,paris-catalogne-2,space,"48.8367951, 2.3186569",75014,paris/catalogne/2,operational,0,full_station,2018,4,5,6,16
21,37 avenue georges pompidou,2,2,1,0,0,nonexistent,suresnes,suresnes-georgespompidou-37,station,"48.8755464, 2.2319905",92150,suresnes/georges pompidou/37,operational,3,station,2018,4,7,7,32
22,5 rue vauban,5,5,0,0,0,nonexistent,versailles,versailles-vauban-5,station,"48.79979, 2.153535",78000,versailles/vauban/5,operational,1,station,2018,4,5,3,6
23,2 rue du gã©nã©ral malleret joinville,2,2,0,0,0,nonexistent,malakoff,malakoff-generalmalleretjoinville-2,station,"48.8118151, 2.2811943",92240,malakoff/malleret joinville/2,operational,4,station,2018,4,1,4,11
24,15 avenue ãmile deschanel,2,2,0,0,1,operational,paris,paris-emiledeschanel-15,station,"48.8556902, 2.3022442",75007,paris/ãmile deschanel/15,operational,2,station,2018,4,4,23,27
25,182 boulevard voltaire,0,0,0,0,2,operational,paris,paris-voltaire-182,station,"48.8548, 2.385047",75011,paris/voltaire/182,operational,5,station,2018,4,5,21,6
26,203 rue du faubourg-saint-martin,2,2,0,1,0,operational,paris,paris-faubourgsaintmartin-203,station,"48.8801069, 2.3635391",75010,paris/faubourg-saint-martin/203,operational,2,station,2018,4,3,9,40
27,16 rue guynemer,1,1,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-guynemer-16,station,"48.83073, 2.278246",92130,issy-les-moulineaux/guynemer/16,operational,3,station,2018,4,6,19,53
28,8 rue danton,0,0,0,0,2,operational,paris,paris-danton-8,station,"48.85262, 2.342107",75006,paris/danton/8,operational,6,station,2018,4,2,23,28
29,35 rue de boucry,0,0,0,0,0,broken,paris,paris-boucry-35,station,"48.895148, 2.3595823",75018,paris/boucry/35,broken,0,station,2018,4,8,2,29
30,24 rue du pont louis-philippe,0,0,0,0,2,operational,paris,paris-pontlouisphilippe-24,station,"48.8557269, 2.3562973",75004,paris/pont louis-philippe/24,operational,5,station,2018,4,9,21,7
31,21 rue miollis,4,4,0,0,1,operational,paris,paris-miollis-21,station,"48.8458068, 2.3038076",75015,paris/miollis/21,operational,2,station,2018,4,3,1,22
32,14 rue sorbier,1,1,0,0,2,operational,paris,paris-sorbier-14,station,"48.867322, 2.3906964",75020,paris/sorbier/14,operational,2,station,2018,4,8,17,23
33,6 rue de londres,3,3,0,0,0,nonexistent,paris,paris-londres-6,station,"48.8768536, 2.3302084",75009,paris/londres/6,operational,0,station,2018,4,9,10,28
34,38 ter rue du mont valã©rien,3,3,0,0,0,operational,saint-cloud,saintcloud-montvalerien-38,station,"48.8569103, 2.2152544",92210,saint-cloud/mont valã©rien/38,operational,2,station,2018,4,3,16,22
35,123 grande rue,2,2,0,1,0,nonexistent,sã¨vres,sevres-granderue-123,station,"48.821593, 2.2050638",92310,sã¨vres/grande rue/123,operational,2,station,2018,4,8,3,9
36,5 rue des ecoles,4,4,0,0,0,nonexistent,nanterre,nanterre-ecoles-5,station,"48.886678, 2.220199",92000,nanterre/ecoles/5,operational,0,station,2018,4,6,11,51
37,5 rue frã©dã©rick lemaã®tre,5,5,0,0,0,operational,paris,paris-fredericklemaitre-5,station,"48.8736473, 2.3911798",75020,paris/frã©dã©rick lemaã®tre/5,operational,0,station,2018,4,3,3,48
38,77 rue edouard vaillant,3,3,0,0,0,nonexistent,bezons,bezons-edouardvaillant-77,space,"48.9264447, 2.2138164",95870,bezons/edouard vaillant/77,operational,0,full_station,2018,4,1,23,36
39,1 rue jean monnet,5,5,0,0,0,nonexistent,nogent-sur-marne,nogentsurmarne-jeanmonnet-1,space,"48.8383861, 2.4934423",94130,nogent-sur-marne/jean monnet/1,operational,0,full_station,2018,4,2,8,37
40,70 boulevard de clichy,2,2,0,0,0,operational,paris,paris-clichy-70,station,"48.8836276, 2.3339857",75018,paris/clichy/70,operational,1,station,2018,4,3,16,24
41,68 avenue mozart,2,2,0,0,0,operational,paris,paris-mozart-68,station,"48.8534164, 2.2685249",75016,paris/mozart/68,operational,1,station,2018,4,1,21,17
42,16 rue claude bernard,1,1,0,0,2,operational,paris,paris-claudebernard-16,station,"48.8397733, 2.3476575",75005,paris/claude bernard/16,operational,3,station,2018,4,4,13,3
43,18 rue gabriel faurã©,3,3,0,0,0,nonexistent,crã©teil,creteil-gabrielfaure-18,station,"48.7784312, 2.4623984",94000,crã©teil/gabriel faurã©/18,operational,3,station,2018,4,2,23,38
44,27 boulevard gallieni,4,4,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-gallieni-27,station,"48.8272976, 2.2678365",92130,issy-les-moulineaux/gallieni/27,operational,2,station,2018,4,4,11,54
45,42 bis avenue georges mandel,5,5,0,0,0,operational,paris,paris-georgesmandel-42,station,"48.8639536, 2.2806137",75016,paris/georges mandel/42,operational,1,station,2018,4,6,18,25
46,81 avenue de la grande armã©e,0,0,0,0,0,broken,paris,paris-grandearmee-81,station,"48.87678, 2.284807",75016,paris/grande armã©e/81,broken,0,station,2018,4,6,21,2
47,2 avenue de l'ãpi dâor,6,6,0,0,0,nonexistent,villejuif,villejuif-epidor-2,station,"48.78148, 2.354342",94800,villejuif/ãpi d'or/2,operational,0,station,2018,4,5,7,5
48,14 rue censier,2,2,0,0,1,operational,paris,paris-censier-14,station,"48.8411067, 2.3544235",75005,paris/censier/14,operational,4,station,2018,4,5,2,35
49,59 avenue reille,3,3,0,1,1,operational,paris,paris-reille-59,station,"48.8236394, 2.3319004",75014,paris/reille/59,operational,2,station,2018,4,7,9,6
50,2 bis place du 8 mai 1945,4,4,0,1,0,nonexistent,rueil-malmaison,rueilmalmaison-8mai1945-2,station,"48.8713591, 2.20283",92500,rueil-malmaison/8 mai 1945/2,operational,0,station,2018,4,6,3,52
51,41 rue de tolbiac,3,3,0,0,1,operational,paris,paris-tolbiac-41,station,"48.8279725, 2.3721949",75013,paris/tolbiac/41,operational,2,station,2018,4,9,19,49
52,2 rue fabre d'ãglantine,2,2,0,0,1,operational,paris,paris-fabredeglantine-2,station,"48.8455775, 2.3953738",75012,paris/fabre d'ãglantine/2,operational,2,station,2018,4,9,0,44
53,29 avenue georges pompidou,6,6,0,0,0,operational,villeneuve-la-garenne,villeneuvelagarenne-pompidou-29,station,"48.9418303, 2.3235384",92390,villeneuve-la-garenne/pompidou/29,operational,0,station,2018,4,1,11,56
54,17 place de la rã©publique,0,0,0,0,0,nonexistent,paris,paris-republique-17,station,"48.8674504, 2.3630074",75003,paris/rã©publique/17,operational,3,station,2018,4,3,0,56
55,145 rue raymond losserand,4,4,0,0,1,operational,paris,paris-raymondlosserand-145,station,"48.83126, 2.313088",75014,paris/raymond losserand/145,operational,2,station,2018,4,4,10,9
56,11 rue de vincennes,6,6,0,0,0,nonexistent,montreuil,montreuil-vincennes-11,station,"48.8567808, 2.4378954",93100,montreuil/vincennes/11,operational,0,station,2018,4,7,21,11
57,1 rue velpeau,0,0,0,0,0,nonexistent,paris,paris-sevresbabylone-parking,parking,"48.85159, 2.32496",75007,paris/sã¨vres babylone/parking,operational,6,station,2018,4,6,0,9
58,229 rue raymond losserand,5,5,0,0,0,operational,paris,paris-raymondlosserand-229,station,"48.828, 2.306022",75014,paris/raymond losserand/229,operational,1,station,2018,4,8,8,22
59,1 boulevard murat,0,0,0,0,1,operational,paris,paris-murat-1,station,"48.84744, 2.258728",75016,paris/murat/1,operational,5,station,2018,4,4,3,32
60,137 rue de la pompe,3,3,0,0,0,operational,paris,paris-pompe-137,station,"48.867315, 2.280347",75016,paris/pompe/137,operational,0,station,2018,4,3,21,17
61,10 rue guy patin,3,3,0,0,0,operational,paris,paris-guypatin-10,station,"48.88363, 2.351257",75010,paris/guy patin/10,operational,0,station,2018,4,5,15,54
62,1 rue jacques duchesne,3,3,0,2,0,operational,paris,paris-jacquesduchesne-1,station,"48.8989321, 2.3740363",75019,paris/jacques duchesne/1,operational,0,station,2018,4,8,10,55
63,147 rue de paris,3,3,0,0,0,nonexistent,charenton-le-pont,charentonlepont-paris-147,station,"48.82687, 2.405368",94220,charenton-le-pont/paris/147,operational,0,station,2018,4,2,14,38
64,12 rue henri sainte-claire dã©ville,4,4,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-henrisainteclairedeville-12,station,"48.8926928, 2.1725973",92500,rueil-malmaison/henri sainte-claire dã©ville/12,operational,2,station,2018,4,1,1,29
65,4 rue massenet,3,3,0,0,0,operational,courbevoie,courbevoie-massenet-4,space,"48.89618, 2.25603056",92400,courbevoie/massenet/4,operational,2,full_station,2018,4,6,15,59
66,37 rue sainte-croix de la bretonnerie,2,2,0,0,0,nonexistent,paris,paris-saintecroixdelabretonnerie-37,station,"48.8585045, 2.3543751",75004,paris/sainte-croix de la bretonnerie/37,operational,0,station,2018,4,3,11,11
67,229 rue raymond losserand,5,5,0,1,0,operational,paris,paris-raymondlosserand-229,station,"48.828, 2.306022",75014,paris/raymond losserand/229,operational,0,station,2018,4,7,3,31
68,6 avenue foch,0,0,0,0,0,nonexistent,paris,paris-etoilefoch-parking,parking,"48.87366, 2.29201",75016,paris/etoile foch/parking,broken,0,station,2018,4,5,3,11
69,33 rue du ranelagh,6,6,0,0,0,operational,paris,paris-ranelagh-33,station,"48.8538134, 2.2768772",75016,paris/ranelagh/33,operational,0,station,2018,4,2,20,40
70,65 avenue philippe auguste,3,3,0,0,1,operational,paris,paris-philippeauguste-65,station,"48.853661, 2.3923486",75011,paris/philippe auguste/65,operational,1,station,2018,4,2,18,59
71,2 rue jean-jacques rousseau,5,5,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-jeanjacquesrousseau-2,station,"48.9125949, 2.2948209",92600,asniã¨res-sur-seine/jean-jacques rousseau/2,operational,0,station,2018,4,8,3,10
72,55 avenue de sã©gur,3,3,1,0,1,operational,paris,paris-segur-55,station,"48.8492973, 2.3077697",75007,paris/sã©gur/55,operational,2,station,2018,4,1,17,48
73,81 avenue bosquet,0,0,0,0,2,operational,paris,paris-bosquet-81,station,"48.8553541, 2.305473",75007,paris/bosquet/81,operational,3,station,2018,4,8,8,2
74,102 boulevard raymond poincarã©,6,6,0,0,0,nonexistent,garches,garches-raymondpoincare-102,station,"48.838861, 2.1725502",92380,garches/raymond poincarã©/102,operational,0,station,2018,4,1,6,13
75,17 avenue victoria,1,1,0,0,0,operational,paris,paris-victoria-17,station,"48.857882, 2.346828",75001,paris/victoria/17,operational,4,station,2018,4,6,4,41
76,2 rue marcelin berthelot,1,1,0,0,0,nonexistent,drancy,drancy-marcelinberthelot-2,station,"48.92155, 2.445802",93700,drancy/marcelin berthelot/2,operational,2,station,2018,4,4,13,27
77,31 boulevard rochechouart,2,2,2,0,0,operational,paris,paris-rochechouart-31,station,"48.8829733, 2.3454871",75009,paris/rochechouart/31,operational,1,station,2018,4,4,2,59
78,1 rue jules lefã¨bvre,0,0,0,0,2,operational,paris,paris-juleslefebvre-1,station,"48.8804478, 2.3283632",75009,paris/jules lefã¨bvre/1,operational,6,station,2018,4,6,11,42
79,24 boulevard diderot,0,0,0,0,0,operational,paris,paris-diderot-24,space,"48.8458586, 2.3748769",75012,paris/diderot/24,operational,4,full_station,2018,4,2,3,38
80,4 rue lobau,0,0,0,0,0,nonexistent,paris,paris-lobau-parking,parking,"48.85608, 2.35342",75004,paris/lobau/parking,broken,0,station,2018,4,8,14,3
81,2 rue du charolais,2,2,0,0,1,operational,paris,paris-charolais-2,station,"48.839191, 2.3878529",75012,paris/charolais/2,operational,4,station,2018,4,9,6,50
82,41 avenue de verdun,5,5,0,1,0,nonexistent,la garenne-colombes,lagarennecolombes-verdun-41,station,"48.90387, 2.230934",92250,la garenne-colombes/verdun/41,operational,0,station,2018,4,9,20,37
83,34 avenue jean moulin,3,3,0,0,0,nonexistent,paris,paris-jeanmoulin-34,station,"48.8266807, 2.3237355",75014,paris/jean moulin/34,operational,2,station,2018,4,7,5,22
84,32 rue robert marchand,5,5,0,0,0,nonexistent,fontenay-aux-roses,fontenayauxroses-robertmarchand-32,station,"48.78798, 2.29074",92260,fontenay-aux-roses/robert marchand/32,operational,0,station,2018,4,5,20,58
85,41 boulevard bourdon,0,0,0,0,0,nonexistent,paris,paris-bourdon-41,space,"48.8524894, 2.3678127",75004,paris/bourdon/41,operational,4,full_station,2018,4,1,7,55
86,1 rue du colonel pierre avia,0,0,0,0,2,operational,paris,paris-colonelpierreavia-1,station,"48.8325995, 2.2788853",75015,paris/colonel pierre avia/1,operational,4,station,2018,4,7,22,52
87,17 avenue victoria,0,0,0,0,1,operational,paris,paris-victoria-17,station,"48.857882, 2.346828",75001,paris/victoria/17,operational,5,station,2018,4,8,6,8
88,10 rue sadi carnot,2,2,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-sadicarnot-10,station,"48.9100165, 2.2897023",92600,asniã¨res-sur-seine/sadi carnot/10,operational,0,station,2018,4,5,23,23
89,171 rue de la convention,3,3,0,0,0,nonexistent,paris,paris-convention-171,station,"48.8383125, 2.2943442",75015,paris/convention/171,operational,0,station,2018,4,7,10,58
90,4 rue lobau,0,0,0,0,0,nonexistent,paris,paris-lobau-parking,parking,"48.85608, 2.35342",75004,paris/lobau/parking,operational,4,station,2018,4,6,7,9
91,17 boulevard saint-martin,0,0,0,0,0,nonexistent,paris,paris-saintmartin-17,station,"48.8681421, 2.360276",75003,paris/saint-martin/17,operational,2,station,2018,4,8,11,48
92,51 avenue karl marx,4,4,0,0,0,nonexistent,villejuif,villejuif-karlmarx-51,station,"48.78447, 2.36088",94800,villejuif/karl marx/51,operational,1,station,2018,4,5,6,2
93,137 rue des pyrã©nã©es,2,2,0,0,1,operational,paris,paris-pyrenees-137,space,"48.85844, 2.402911",75020,paris/pyrã©nã©es/137,operational,2,full_station,2018,4,6,7,17
94,61 boulevard ãmile zola,6,6,0,0,0,nonexistent,nanterre,nanterre-emilezola-61,station,"48.89605, 2.214383",92000,nanterre/ãmile zola/61,operational,0,station,2018,4,5,5,7
95,10 rue du ranelagh,1,1,0,0,0,nonexistent,paris,paris-ranelagh-10,station,"48.8533737, 2.2794884",75016,paris/ranelagh/10,operational,5,station,2018,4,7,6,55
96,10 rue guy patin,3,3,0,0,2,operational,paris,paris-guypatin-10,station,"48.88363, 2.351257",75010,paris/guy patin/10,operational,3,station,2018,4,2,7,31
97,24 avenue d'iã©na,0,0,0,0,0,nonexistent,paris,paris-iena-24,station,"48.8653828, 2.2945784",75016,paris/iã©na/24,operational,4,station,2018,4,1,6,20
98,56 rue la fayette,3,3,0,0,0,operational,paris,paris-lafayette-56,station,"48.875464, 2.342083",75009,paris/la fayette/56,operational,1,station,2018,4,6,12,19
99,204 rue dâestienne dâorves,1,1,0,0,0,nonexistent,verriã¨res-le-buisson,verriereslebuisson-destiennedorves-204,station,"48.7409291, 2.2523628",91370,verriã¨res-le-buisson/d'estienne d'orves/204,operational,6,station,2018,4,6,13,40
100,13 rue malher,2,2,0,1,0,nonexistent,paris,paris-malher-13,station,"48.85648, 2.361378",75004,paris/malher/13,operational,0,station,2018,4,2,19,19
101,1 rue claude terrasse,1,1,0,0,0,operational,le blanc-mesnil,leblancmesnil-claudeterrasse-1,station,"48.9376981, 2.462453",93150,le blanc-mesnil/claude terrasse/1,operational,5,station,2018,4,3,3,48
102,6 avenue emile zola,1,1,0,1,0,nonexistent,paris,paris-emilezola-6,station,"48.846148, 2.278533",75015,paris/emile zola/6,operational,2,station,2018,4,5,18,58
103,231 rue des pyrã©nã©es,2,2,0,0,0,nonexistent,paris,paris-pyrenees-231,station,"48.8638511, 2.3991848",75020,paris/pyrã©nã©es/231,operational,1,station,2018,4,3,7,43
104,116 rue rã©aumur,0,0,0,0,0,operational,paris,paris-reaumur-116,station,"48.86781, 2.34525",75002,paris/rã©aumur/116,operational,0,station,2018,4,3,18,29
105,11 rue gerbert,5,5,0,0,0,operational,paris,paris-gerbert-11,station,"48.8395783, 2.2986453",75015,paris/gerbert/11,operational,0,station,2018,4,4,23,50
106,126 rue de colombes,1,1,0,0,0,nonexistent,la garenne-colombes,lagarennecolombes-colombes-126,station,"48.9047803, 2.2558349",92250,la garenne-colombes/colombes/126,operational,6,station,2018,4,1,9,58
107,94 rue paul vaillant couturier,6,6,0,0,0,nonexistent,nanterre,nanterre-paulvaillantcouturier-94,station,"48.8829721, 2.2040354",92000,nanterre/paul vaillant couturier/94,operational,0,station,2018,4,4,7,23
108,7 rue pruvot,0,0,0,0,0,nonexistent,vanves,vanves-pruvot-7,station,"48.82249, 2.284264",92170,vanves/pruvot/7,broken,0,station,2018,4,4,8,51
109,33 avenue jules quentin,3,3,2,1,0,nonexistent,nanterre,nanterre-julesquentin-33,station,"48.8953323, 2.1910555",92000,nanterre/jules quentin/33,operational,0,station,2018,4,8,22,57
110,2 avenue john fitzgerald kennedy,3,3,0,0,1,operational,le bourget,lebourget-johnfitzgeraldkennedy-2,station,"48.938103, 2.4286035",93350,le bourget/john fitzgerald kennedy/2,operational,3,station,2018,4,1,4,43
111,182 boulevard voltaire,1,1,0,0,2,operational,paris,paris-voltaire-182,station,"48.8548, 2.385047",75011,paris/voltaire/182,operational,4,station,2018,4,6,12,13
112,3 rue de vaugirard,1,1,0,0,0,operational,paris,paris-vaugirard-3,station,"48.84893, 2.340624",75006,paris/vaugirard/3,operational,2,station,2018,4,3,20,34
113,98 boulevard murat,5,5,0,0,0,operational,paris,paris-murat-98,station,"48.8389361, 2.2567427",75016,paris/murat/98,operational,0,station,2018,4,5,17,7
114,139 boulevard de grenelle,6,6,0,0,0,operational,paris,paris-grenelle-139,station,"48.8483434, 2.3010296",75015,paris/grenelle/139,operational,0,station,2018,4,1,21,46
115,161 rue du faubourg saint-honorã©,1,1,0,0,1,operational,paris,paris-sainthonore-161,station,"48.8746335, 2.3062488",75008,paris/saint-honorã©/161,operational,4,station,2018,4,2,13,49
116,1 rue de chanaleilles,3,3,0,0,0,operational,paris,paris-chanaleilles-1,station,"48.8530403, 2.3190123",75007,paris/chanaleilles/1,operational,1,station,2018,4,9,16,51
117,66 rue gay-lussac,1,1,0,0,1,operational,paris,paris-gaylussac-66,space,"48.8420054, 2.3430684",75005,paris/gay-lussac/66,operational,4,full_station,2018,4,9,1,7
118,2 rue de fleurus,1,1,0,0,1,operational,paris,paris-fleurus-2,station,"48.8471079, 2.3321208",75006,paris/fleurus/2,operational,2,station,2018,4,5,23,4
119,2 rue de la coussaye,2,2,0,0,0,nonexistent,enghien-les-bains,enghienlesbains-coussaye-2,station,"48.966392, 2.3016471",95880,enghien-les-bains/coussaye/2,operational,3,station,2018,4,3,11,18
120,2 rue de la rã©publique,6,6,0,0,0,operational,montreuil,montreuil-republique-2,station,"48.8532555, 2.4231379",93100,montreuil/rã©publique/2,operational,1,station,2018,4,3,13,48
121,52 rue de bagneux,4,4,1,0,0,nonexistent,sceaux,sceaux-bagneux-52,station,"48.7842765, 2.3027628",92330,sceaux/bagneux/52,operational,1,station,2018,4,8,8,26
122,8 avenue de la porte de montrouge,3,3,0,1,1,operational,paris,paris-portedemontrouge-8,station,"48.8230593, 2.322823",75014,paris/porte de montrouge/8,operational,2,station,2018,4,8,19,57
123,35 rue mathis,0,0,0,0,0,nonexistent,paris,paris-mathis-35,station,"48.8911334, 2.3725951",75019,paris/mathis/35,operational,4,station,2018,4,1,0,32
124,3 boulevard du couchant,6,6,0,0,0,nonexistent,nanterre,nanterre-couchant-3,station,"48.8917117, 2.1923088",92000,nanterre/couchant/3,operational,0,station,2018,4,4,6,40
125,1 place de la rã©publique,1,1,0,1,0,nonexistent,levallois-perret,levalloisperret-hoteldeville-parking,parking,"48.89331, 2.28894",92300,levallois-perret/hã´tel de ville/parking,operational,2,station,2018,4,9,10,47
126,38 rue rã©aumur,0,0,0,0,2,operational,paris,paris-reaumur-38,station,"48.8653769, 2.3573678",75003,paris/rã©aumur/38,operational,6,station,2018,4,2,14,32
127,47 rue de la grange aux belles,3,3,0,0,0,operational,paris,paris-grangeauxbelles-47,station,"48.87569, 2.36801",75010,paris/grange aux belles/47,operational,2,station,2018,4,6,1,31
128,31 rue camille desmoulins,2,2,0,1,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-camillesdesmoulins-31,station,"48.8294072, 2.2644545",92130,issy-les-moulineaux/camille desmoulins/31,operational,3,station,2018,4,2,0,0
129,19 rue des filles du calvaire,1,1,1,0,1,operational,paris,paris-fillesducalvaire-19,station,"48.8628, 2.3660304",75003,paris/filles du calvaire/19,operational,1,station,2018,4,5,14,51
130,81 avenue ãdouard vaillant,2,2,0,0,0,nonexistent,boulogne-billancourt,boulognebillancourt-edouardvaillant-81,station,"48.8344135, 2.2464756",92100,boulogne-billancourt/ãdouard vaillant/81,operational,1,station,2018,4,8,18,41
131,280 avenue jean jaurã¨s,0,0,0,0,0,nonexistent,chã¢tenay-malabry,chatenaymalabry-jeanjaures-280,station,"48.76739, 2.255521",92290,chã¢tenay-malabry/jean jaurã¨s/280,broken,0,station,2018,4,9,0,50
132,33 rue crozatier,0,0,0,0,0,broken,paris,paris-crozatier-33,station,"48.8470504, 2.3815222",75012,paris/crozatier/33,broken,0,station,2018,4,5,6,8
133,4 avenue secrã©tan,2,2,0,1,0,operational,paris,paris-secretan-4,station,"48.8821756, 2.3708912",75019,paris/secrã©tan/4,operational,1,station,2018,4,5,9,27
134,34 avenue du cimetiã¨re parisien,0,0,0,0,0,nonexistent,pantin,pantin-cimetiereparisien-34,station,"48.9092769, 2.3988432",93500,pantin/cimetiã¨re parisien/34,broken,0,station,2018,4,8,22,38
135,6 rue de paris,1,1,0,0,0,nonexistent,meudon,meudon-paris-6,station,"48.8169462, 2.2480148",92190,meudon/paris/6,operational,1,station,2018,4,9,9,29
136,4 rue croix des petits champs,0,0,0,0,0,nonexistent,paris,paris-croixdespetitschamps-4,station,"48.8624631, 2.3393006",75001,paris/croix des petits champs/4,operational,3,station,2018,4,8,13,57
137,3 avenue d'ivry,2,2,0,0,1,operational,paris,paris-ivry-3,station,"48.82175, 2.36868",75013,paris/ivry/3,operational,1,station,2018,4,2,11,10
138,23 avenue du gã©nã©ral de gaulle,5,5,0,1,0,nonexistent,gennevilliers,gennevilliers-degaulle-23,station,"48.93368, 2.306482",92230,gennevilliers/de gaulle/23,operational,0,station,2018,4,8,8,42
139,15 boulevard mortier,1,1,0,0,1,operational,paris,paris-mortier-15,station,"48.8657, 2.408668",75020,paris/mortier/15,operational,4,station,2018,4,8,3,45
140,44 rue de fontenay,2,2,0,1,0,nonexistent,vincennes,vincennes-fontenay-44,station,"48.84779, 2.44345",94300,vincennes/fontenay/44,operational,0,station,2018,4,7,14,50
141,10 rue du quatre septembre,0,0,0,0,1,operational,paris,paris-quatreseptembre-10,station,"48.869353, 2.3382066",75002,paris/quatre septembre/10,operational,5,station,2018,4,5,23,35
142,3 avenue paul doumer,5,5,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-pauldoumer-3,station,"48.8839089, 2.1919207",92500,rueil-malmaison/paul doumer/3,operational,0,station,2018,4,2,12,48
143,28 rue championnet,1,1,0,0,2,operational,paris,paris-championnet-28,station,"48.895422, 2.3499795",75018,paris/championnet/28,operational,5,station,2018,4,7,12,50
144,1 rue jules lefã¨bvre,1,1,0,2,0,operational,paris,paris-juleslefebvre-1,station,"48.8804478, 2.3283632",75009,paris/jules lefã¨bvre/1,operational,0,station,2018,4,5,13,16
145,20 chemin latã©ral,3,3,0,1,1,operational,drancy,drancy-cheminlateral-20,station,"48.93327, 2.455181",93700,drancy/latã©ral/20,operational,2,station,2018,4,5,11,57
146,22 voie au lard,7,7,0,0,0,nonexistent,rungis,rungis-lard-22,station,"48.75017, 2.347478",94150,rungis/lard/22,operational,0,station,2018,4,1,17,35
